ID,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,UTILIZATION
2fc10a67-704e-429f-9e19-cba2b967d040,6d12f20a-5cc2-4d53-be7d-7617a320b625,Elicia233 Littel644,F,GENERAL PRACTICE,5700 WEST GENESEE STREET,CAMILLUS,NY,13031,16,
86719c47-12a7-434b-a6ae-13bc2ab45ef5,aa68e53b-2b12-4834-9880-5e0bb91ce486,Brenton674 Daugherty69,M,GENERAL PRACTICE,1418 UNION AVENUE,NEWBURGH,NY,12550,6,
b0b8a0ca-5d0a-4334-b01e-8ef0ff71a84d,3293c1f7-aa8a-47d5-8a4f-054643806b5a,Bree992 Larson43,F,GENERAL PRACTICE,7518 SOUTH STATE STREET,LOWVILLE,NY,13367,5,
d194b4ed-5ce9-4b8a-b6ef-f0edc632d517,cf594616-c78d-4c4d-b368-30e93e31aeb5,Gaylord332 Nicolas769,M,GENERAL PRACTICE,155 WHITE PLAINS ROAD,TARRYTOWN,NY,10591,333,
a7477a88-df05-4bfb-85c2-96087b5376b4,86fcafd4-6101-414a-8882-5e52e0a37581,Lavera253 Ankunding277,F,GENERAL PRACTICE,8240 CAZENOVIA ROAD,MANLIUS,NY,13104,6,
ab849f38-4302-4e7b-af2e-264df7c41f0f,de7bae6e-1944-4cc9-b9ef-d506d6bc70e9,Gino587 Roberts511,M,GENERAL PRACTICE,6161 TRANSIT ROAD,EAST AMHERST,NY,14051,14,
89c767da-4522-49c5-8495-fa9814914300,c8bee7fa-c920-48c8-9eff-88e8af7a6eaa,Florencia449 Nájera755,F,GENERAL PRACTICE,363 DELAWARE AVENUE,DELMAR,NY,12054,17,
55c9c86c-93c5-4c97-8722-498c6ccd19d3,32db091e-716b-4573-8f74-c00579949e32,Estefana715 McDermott739,F,GENERAL PRACTICE,400 PATROON CREEK BOULEVARD,ALBANY,NY,12206,21,
29dd3db8-9968-466a-8ba8-2c540b49fa89,6cd9c8f2-68b2-41e4-a5e6-05feb6b58b91,Collette420 Doyle959,F,GENERAL PRACTICE,120 GARDENVILLE PARKWAY WEST,BUFFALO,NY,14224,906,
fc36606e-7a0e-464e-90e0-6b0d17feed12,accb2f7a-58d0-40ba-8397-3bb78d745f12,Clara183 Nájera755,F,GENERAL PRACTICE,5100 WEST TAFT ROAD,LIVERPOOL,NY,13088,50,
8f97fdab-3308-465b-b72d-182364fc29c3,a53e77ec-f75c-42d0-a5d4-25f905693c64,Alberto639 Corkery305,M,GENERAL PRACTICE,739 IRVING AVENUE,SYRACUSE,NY,13210,630,
e9e8acb0-a6d1-4e06-a3fd-5f8e2722c7b4,51cda79a-7bf9-49b2-8ed2-0190841f3aef,Felicidad691 Mills423,F,GENERAL PRACTICE,2727 HAMBURG STREET,SCHENECTADY,NY,12303,71,
755e6db0-33da-46ca-a073-ddb4b8235596,b4ccda23-7acc-40ce-bbfe-dc7e967d6b84,Alejandra902 Montoya249,F,GENERAL PRACTICE,276 ROBINSON STREET,BINGHAMTON,NY,13904,2,
3aa9d95b-845d-488a-b6a5-0f5096e45a33,78aacbf0-a64c-4646-8d6b-6b5688221de0,Tangela812 Ratke343,F,GENERAL PRACTICE,11835 UNITED STATES HIGHWAY 9 WEST,WEST COXSACKIE,NY,12192,16,
2bb0d839-c3fe-432e-90fc-218e1642482a,77f7bedf-e6fe-4be3-aba3-b3e7c286d0ad,Jerrell6 Towne435,M,GENERAL PRACTICE,1927 SARANAC AVENUE,LAKE PLACID,NY,12946,5,
29d04f39-68fd-430c-8830-a5fba3b8586d,acaa4897-61a2-4c1e-9c55-22f23a352371,Isidro558 Metz686,M,GENERAL PRACTICE,1400 STATE ROUTE 300,NEWBURGH,NY,12550,3,
cb23f0e2-b13b-453b-b390-1488245ee572,2b6c8b6b-646d-4211-9c8c-0b0086940f8b,Hayden835 Johns824,M,GENERAL PRACTICE,61 EMERALD PLACE,ROCK HILL,NY,12775,5,
05eb4865-bc7d-40c5-afec-13a938bd4747,05fa7438-69da-4dfe-811d-814d04f3527b,Jerrell6 Ernser583,M,GENERAL PRACTICE,819 SALINA STREET,SYRACUSE,NY,13202,3,
29cfae6b-a879-4163-9b49-e3a3266ec974,d96ef84c-84fd-4e6e-a539-d6c0929ceed0,Tona622 Quigley282,F,GENERAL PRACTICE,1302 EAST MAIN STREET,ENDICOTT,NY,13760,3,
62056426-4bd2-4e3a-baeb-3ea94896fc39,b9b8b109-1e61-47cd-b452-124008dfeca8,Paulita78 Hoppe518,F,GENERAL PRACTICE,1129 COMMONS AVENUE,CORTLAND,NY,13045,9,
f8a340d9-e797-456b-a3c4-7e2b4cb12611,fcb46825-107e-4c77-a188-4937f96a3cee,Jewel43 Reichert620,M,GENERAL PRACTICE,415 EAST MAIN STREET,ENDICOTT,NY,13760,15,
d1002a8f-f79e-4cc3-bf3d-5f5b11a1ac1a,b05d0706-ca1c-4415-b238-6c41439868c9,Van763 Howell947,M,GENERAL PRACTICE,1989 STATE ROUTE 52,HOPEWELL JUNCTION,NY,12533,36,
ac89ecd4-b7ee-4608-b943-b0b9509192a1,3c56035d-94c9-441a-b166-e5f89771fb93,Kory651 Beahan375,M,GENERAL PRACTICE,7616 TRANSIT ROAD,WILLIAMSVILLE,NY,14221,12,
1c8d2935-604d-4d1b-be22-273bd9ca543a,c50cb261-1e22-4727-96e5-e095d990d2cb,Riley817 Batz141,M,GENERAL PRACTICE,1530 UNITED STATES HIGHWAY 9,WAPPINGERS FALLS,NY,12590,6,
67a795dd-3357-4578-bd2f-a22c8586570b,10726c3b-2619-40e4-b021-0467e535e309,Benton624 Jacobson885,M,GENERAL PRACTICE,711 TROY SCHENECTADY ROAD,LATHAM,NY,12110,1,
15ea5af8-7126-46ae-a105-12fcf5e20897,c13e03d8-91ec-49be-af47-f4de0b39519d,Sonia106 Solorzano931,F,GENERAL PRACTICE,213 MAIN STREET,SALEM,NY,12865,3,
d0db1ab7-1545-4ea6-94d4-d76611e44346,fbf57bb1-a122-4acf-80f1-5266994055c4,Leland44 Streich926,M,GENERAL PRACTICE,1110 STATE HIGHWAY 55,LAGRANGEVILLE,NY,12540,2,
3ce8e51a-983a-4ff9-bb8e-f921371b3cae,018586d8-d3b6-4d86-8e53-48a4086e3baf,Kareem959 Harris789,M,GENERAL PRACTICE,1770 UNITED STATES HIGHWAY 9,CLIFTON PARK,NY,12065,7,
ece79af9-b6ab-430c-bbbb-c217b83758b2,c887d95d-9919-4f15-81f4-14ee07889455,Rod343 O'Conner199,M,GENERAL PRACTICE,1904 GENESEE STREET,UTICA,NY,13502,3,
4551cb7c-0a95-4a2b-9d23-4c6e5c7ce455,de846729-b4ef-42b7-b052-14209abee32c,Delores12 Lynch190,F,GENERAL PRACTICE,739 STATE ROUTE 28,ONEONTA,NY,13820,5,
0831c4f9-97b4-41ec-bacd-ff7c87c5e3d4,e0845d98-f21b-4b66-9faa-28c12738d456,Deirdre267 Rath779,F,GENERAL PRACTICE,3050 ORCHARD PARK ROAD,BUFFALO,NY,14224,40,
d762a0ec-dcbb-465f-853b-d239f2b3ebe9,b6232a31-850d-4e82-b5d9-18574ed7557e,Hilario934 Schinner682,M,GENERAL PRACTICE,4250 ALBANY POST ROAD,HYDE PARK,NY,12538,6,
c388f470-914b-4965-844c-e01989188677,028de3cc-8079-4634-86a1-219e190eb53b,Miguel815 McKenzie376,M,GENERAL PRACTICE,91 CHENANGO BRIDGE ROAD,BINGHAMTON,NY,13901,18,
885e3732-bf2d-45b8-9c8e-0b003ae628e2,0fb71b35-c26e-4aad-a8c4-7e6e21dc75bd,Waldo53 King743,M,GENERAL PRACTICE,2554 UNITED STATES HIGHWAY 9,BALLSTON SPA,NY,12020,1,
41b28eb1-0698-4d12-901c-0519b2c0952f,ff11d360-99d7-420b-9a7b-19069b1073a7,Felipe97 Solorzano931,M,GENERAL PRACTICE,1160 CORPORATE DRIVE,FARMINGTON,NY,14425,18,
e42de856-6153-4994-8fe3-aff9c8e62109,4cb47074-ebb2-4c2f-8967-c20298a2f13c,Ollie731 Konopelski743,M,GENERAL PRACTICE,687 LEE ROAD,ROCHESTER,NY,14606,80,
8a6d48ef-98bf-40d4-af39-4f7b0240275b,32578f4f-bd66-43da-9c74-294fed9e5644,Quintin944 Anderson154,M,GENERAL PRACTICE,1850 BRIGHTON HENRIETTA TOWN LINE ROAD,ROCHESTER,NY,14623,113,
4aedeb88-ea11-40ae-9a7a-bcb065c89ec7,fdedfce6-22b9-489d-bebd-1599dd78fe31,Coleman27 Hills818,M,GENERAL PRACTICE,4103 MEDICAL CENTER DRIVE,FAYETTEVILLE,NY,13066,11,
b21e36b0-a037-4597-8fd2-73d1daf4a178,6d177ec1-2767-45e8-8e96-fc98023a872d,Billie243 Hudson301,M,GENERAL PRACTICE,800 CARTER STREET,ROCHESTER,NY,14621,18,
bd9972bc-b32d-40be-b85a-7e527cbc6e7c,16f9903b-caed-48f4-9e7f-a54ebe613b26,Truman805 Smith67,M,GENERAL PRACTICE,155 CRYSTAL RUN ROAD,MIDDLETOWN,NY,10941,6,
8d2980ad-480e-4b14-b89f-199103932f91,0db7de40-2e3f-4fa8-ad01-e688cbe71beb,Florene115 Carroll471,F,GENERAL PRACTICE,111 MALTESE DRIVE,MIDDLETOWN,NY,10940,9,
c79f476b-192a-48e3-bb75-0a03f72abaf2,5ce6d2d4-a408-4c9a-a176-81a70a7a3254,Harriet337 Fay398,F,GENERAL PRACTICE,1 HATFIELD LANE,GOSHEN,NY,10924,72,
f9cc2990-74e3-460e-b683-a93deb83f242,b1b649c8-89f4-4af1-b40f-a5ef91632099,Jae222 Hauck852,M,GENERAL PRACTICE,1600 MOSELEY ROAD,VICTOR,NY,14564,1,
6ee3e7e5-6900-48d8-9f4f-0f0d2d3c18f9,e1efdccb-b9a4-463c-93bc-5754adfacf8d,Bernardo699 Raya927,M,GENERAL PRACTICE,15 INDIAN ROCK,SUFFERN,NY,10901,5,
ee7a84dc-9e2f-4fc0-aa9a-4d820f56679c,dae17f6b-8d70-45eb-892e-541770bd9eb8,Cordell41 O'Conner199,M,GENERAL PRACTICE,11050 MOUNT BELVEDERE BOULEVARD,FORT DRUM,NY,13602,4,
67a5723b-bc56-48dc-9f6c-6dcf9e0cf2e4,52488496-426c-4a2a-b78f-cbb2607e9cb9,Horace32 Shields502,M,GENERAL PRACTICE,76 NORTH GREENBUSH ROAD,TROY,NY,12180,50,
1877da2d-43e4-4e96-99c9-b2a1af5d6f9e,acee50e1-1c54-4172-a027-6eb05cb40c73,Julia241 Bravo546,F,GENERAL PRACTICE,1182 TROY SCHENECTADY ROAD,LATHAM,NY,12110,1,
b6a5664c-531d-49a4-9b2e-e1f728589acd,c5c6a893-3b15-4699-8684-0851d1480859,Burt293 Cruickshank494,M,GENERAL PRACTICE,354 BROADWAY,SARANAC LAKE,NY,12983,8,
8aff15d3-b4be-45cb-b021-363b60db1abe,728605d5-7fb7-4658-aecc-91109d147140,Louise871 Ward668,F,GENERAL PRACTICE,19472 UNITED STATES HIGHWAY 11,WATERTOWN,NY,13601,14,
a54fe527-aebf-4f96-9021-64b9742c7dab,0b56b9e5-96f2-46e9-b9cf-44ad69793151,Odessa199 Nikolaus26,F,GENERAL PRACTICE,32 GENESEE STREET,HORNELL,NY,14843,5,
d33f59cb-fffd-43b6-a2d1-dd5ffbda265e,d57e25fb-61b9-4599-b63c-9188fbc2325a,Hilton264 Beier427,M,GENERAL PRACTICE,200 MULLIN STREET,WATERTOWN,NY,13601,2,
6aa6566d-7098-4b40-86f7-244f5c47bbe3,96e9c61f-5421-46f8-b2b1-f4e4dca46ecf,Lacy523 Strosin214,F,GENERAL PRACTICE,10 ARROWOOD DRIVE,ITHACA,NY,14850,16,
65e2f593-6609-4853-901e-e8398e1a56fb,57036241-ff6e-4c06-b999-47512dcaac96,Damaris45 Jacobi462,F,GENERAL PRACTICE,2 PERLMAN DRIVE,SPRING VALLEY,NY,10977,41,
a7079a26-d798-43a6-8071-b625cda3f299,b9466f85-5d0b-4d7c-9fe6-9d1a796cbe70,Pattie91 Boehm581,F,GENERAL PRACTICE,123 CONHOCTON STREET,CORNING,NY,14830,26,
6a4dde5d-43ac-493e-9627-5bcaf4439527,c48bde4e-b6da-45d1-8aff-25eb243ed62a,Luther918 Ullrich385,M,GENERAL PRACTICE,79 HAMMOND LANE,PLATTSBURGH,NY,12901,2,
6d2d4e36-961b-4e38-a8de-24ce88936b51,6601d3d2-8b21-4efe-aa5a-fbe9b2478e1a,Ivonne773 Kuhn96,F,GENERAL PRACTICE,1 ASSOCIATE DRIVE,ONEONTA,NY,13820,21,
11d93519-8af0-4e72-b6d1-63b3d53c5961,1dcf30e7-db87-41f8-a784-433b7a914085,Dia700 Vandervort697,F,GENERAL PRACTICE,222 STATE ROUTE 299,HIGHLAND,NY,12528,4,
51abcb53-6022-43af-92d3-9c110f0af58d,c911718c-03ee-4b39-b3a6-febf675895f1,Racheal820 Langworth352,F,GENERAL PRACTICE,40 HURLEY AVENUE,KINGSTON,NY,12401,488,
729099eb-a090-4e87-8031-84244be14598,54f17529-ce92-4b79-a630-592d2599a183,Mac103 Crooks415,M,GENERAL PRACTICE,100 BROAD STREET,GLENS FALLS,NY,12801,11,
3e8b7715-c14f-491d-96c8-56c029b16163,74b7a321-1e38-42bd-8047-e880c584b7ec,Dianne921 Marvin195,F,GENERAL PRACTICE,319 BAY ROAD,QUEENSBURY,NY,12804,8,
be5630fe-5482-4cbd-a7f3-25a18cc6ac43,bf8832f9-c487-4769-b599-e5a6e4412f87,Twana617 Beer512,F,GENERAL PRACTICE,3040 STATE ROUTE 50,SARATOGA SPRINGS,NY,12866,6,
cdfec45a-69c0-4f1c-ab76-16197046108c,f3e0e5a3-f29e-43a2-a36f-3a9a4e8f433e,Marilee479 King743,F,GENERAL PRACTICE,1 TALLOW WOOD DRIVE,CLIFTON PARK,NY,12065,8,
5937310d-f381-46e6-b02c-f815ecafb2c7,fbd95a57-9ac9-49da-a136-a1bb8bca11d2,Demetria799 Windler79,F,GENERAL PRACTICE,91 PERIMETER ROAD,ROME,NY,13441,14,
497a5513-c029-4a6b-9365-ffe1bfaf74a6,7144083e-1305-470f-b88b-22070050b4de,Yun266 Cormier289,F,GENERAL PRACTICE,598 COLUMBIA TURNPIKE,EAST GREENBUSH,NY,12061,12,
eb259aa0-813a-4aa7-ab22-9bbe54ea20af,55ff4e64-28af-4fc4-bc0d-2ff84a0476c6,Ezra452 Schowalter414,M,GENERAL PRACTICE,1729 BURRSTONE ROAD,NEW HARTFORD,NY,13413,4,
1f3f8203-ad9d-4415-b724-aab9ccd7ca9d,dc45594e-97e8-4cbe-b0d7-b32e03f8e44f,Merrie964 Effertz744,F,GENERAL PRACTICE,130 CENTER WAY,CORNING,NY,14830,2,
279525ed-4f76-4fa9-a817-279f5951ea48,7de72c07-a20c-48be-a186-c3f6f299c194,Megan108 Heller342,F,GENERAL PRACTICE,321 EAST ALBANY STREET,HERKIMER,NY,13350,50,
2ce8a4aa-df94-480e-a3be-9a21e62110a0,ff2c7ca4-b212-456b-9359-931a928ab49b,Pok428 Ward668,F,GENERAL PRACTICE,2029 JERICHO TURNPIKE,NEW HYDE PARK,NY,11040,7,
0cee5a33-28a2-4d6e-b13b-6e71e6b923d5,9bc74cb4-9d61-4fb8-a499-615693e0c876,Laraine204 Muller251,F,GENERAL PRACTICE,150 PURCHASE STREET,RYE,NY,10580,15,
f34a87c3-7847-4543-a53a-579fcc837459,9e3f6fcd-8d2b-448a-9bf9-397ca671988b,Simone657 Hoeger474,F,GENERAL PRACTICE,465 WILLIS AVENUE,WILLISTON PARK,NY,11596,461,
be2415d0-c628-4996-a581-1957d49a3369,4c4f5ce6-1b7a-441a-a2f9-f36c932a84d4,Francoise850 Marquardt819,F,GENERAL PRACTICE,150 SUNRISE HIGHWAY,LINDENHURST,NY,11757,3,
f4e85627-5e5a-4b83-a917-e8edf01606db,3a2f7b9c-3b13-4d8b-8fdd-a41a59ac4b77,Gisele901 Zemlak964,F,GENERAL PRACTICE,210 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,47,
7f0e7ade-3728-42ba-80ff-7ef408eae51e,3947ceba-c78a-47b2-9497-cfac6bc85af1,Marguerita493 Funk324,F,GENERAL PRACTICE,3594 EAST TREMONT AVENUE,BRONX,NY,10465,58,
816aded7-5dc3-42b4-a442-5b98a3d964a6,61f8a17f-66c6-460b-b0d0-968fd78b1f16,Jamila16 Emmerich580,F,GENERAL PRACTICE,2 MAIN STREET,HEMPSTEAD,NY,11550,12,
7dde34c4-2c66-4c64-adc6-60fc0cc939e6,67359073-7a5c-4d86-b3c9-347470a6b512,Javier97 Haag279,M,GENERAL PRACTICE,210-21 NORTHERN BOULEVARD,BAYSIDE,NY,11361,24,
c2a8d44b-c44a-4914-9f21-1092ab200d3c,6f67ba49-5f92-443f-bdb5-8dbb22f6c1c2,Aurelio227 Lang846,M,GENERAL PRACTICE,365 BROADWAY,AMITYVILLE,NY,11701,4,
88ac0613-c6b6-4ef2-b90b-c7447d87c8ee,344db28e-c2ef-41e9-ab10-25ce798f3c0f,Whitney250 Lueilwitz711,M,GENERAL PRACTICE,2360 GRAND AVENUE,BALDWIN,NY,11510,36,
