ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
00798fb0-3e23-4de2-9b64-05d7e057b294,2007-03-19,,999-98-9864,,,,Demetrius568,Hansen121,,,,white,english,M,Irondequoit,683 Quigley Promenade,Union Vale,New York,
1fa66805-5402-48ea-b5fc-8e2506ef80ff,2008-01-02,,999-53-5931,,,,Mariano761,Alonso270,,,,hispanic,puerto_rican,M,Utica,757 Carroll Plaza Apt 5,Ossining,New York,10510
e6364988-d1e3-40e4-ad8f-c2ef619b4852,2007-05-30,,999-72-2093,,,,Tiffaney302,Ryan260,,,,white,french_canadian,F,Brighton,996 Johnson Trace Suite 62,Albany,New York,12202
489f8bec-f031-40a3-8512-801fed68633a,1959-06-17,,999-90-3868,S99969224,X60968003X,Mrs.,Lilia791,Chacón810,,Bañuelos542,M,hispanic,central_american,F,Enfield,1081 Ruecker Branch,Scarsdale,New York,10583
03be2b13-8b3f-4a0e-9b0b-bd199e67b15b,1988-05-27,,999-94-6644,S99994246,X87214870X,Mr.,Bryce11,Sporer811,,,M,white,polish,M,Hyde Park,914 Robel Run,Clarence,New York,14031
4cbb4eed-b6eb-4d98-8e98-2450cb3bdfa8,1986-02-13,,999-24-8235,S99973628,X21434987X,Mr.,Martín25,Villa94,,,S,hispanic,puerto_rican,M,Rushford,808 Considine Wynd Suite 91,Buffalo,New York,14201
a48aba73-a57c-42d5-93f1-a73c1caa3438,1987-04-04,,999-31-6274,S99942410,X73393286X,Mr.,Drew592,King743,,,M,asian,asian_indian,M,New York,1079 Daugherty Viaduct,Yonkers,New York,10583
d5a36497-36ef-4faf-b546-7f2a3a9b80cf,1995-04-23,,999-96-4688,S99925818,X82255293X,Ms.,Tegan755,Hahn503,,,,white,irish,F,Spring Valley,478 Labadie Lane,West Haverstraw,New York,10923
fc937529-482e-4bd8-a80c-42f118abd88b,1997-10-27,,999-51-8573,S99956050,X5659785X,Ms.,Vernia453,Hilpert278,,,,white,french,F,Middletown,251 Auer Promenade,Syracuse,New York,13120
e4c2a228-9e35-4317-afa7-713a28ae1f7f,1956-03-25,,999-28-4039,S99986762,X56836594X,Mr.,Demarcus108,Keeling57,,,M,white,irish,M,Gates,546 Lemke Orchard Apt 59,Masonville,New York,13804
9d3052d6-e6d0-4cc9-b8c8-35739e66409d,1967-08-28,,999-56-2438,S99979501,X62610402X,Mr.,Ervin886,Schroeder447,,,M,white,italian,M,Mount Vernon,545 Stanton Center Suite 84,Yonkers,New York,10583
ac66d58a-3f73-498b-a9a7-1882262aca33,1992-04-16,,999-87-6513,S99999707,X66081640X,Ms.,Magdalene960,Cummerata161,,,,white,irish,F,Jamestown,770 Conn Port Suite 37,Manorhaven,New York,11050
041d5b2c-f039-4236-a780-f3cfbc8a59fd,1998-06-01,,999-24-5702,S99984283,X51491093X,Ms.,Christene303,Crona259,,,,white,swedish,F,Buffalo,288 Block Alley Unit 0,Buffalo,New York,14201
3c0fb805-2335-4840-bef7-d1aa939569a1,1968-04-21,,999-10-9098,S99924916,X46724521X,Mrs.,Concepción765,Alanis890,,Gutiérrez115,M,hispanic,puerto_rican,F,Colonie,243 Schumm Plaza,Brighton,New York,14609
b291496c-fd88-4430-9e53-25113ce5afcb,1992-02-14,,999-19-9400,S99959379,X88743818X,Ms.,Santos184,Cremin516,,,,white,german,F,Hempstead,544 Baumbach Avenue,New York,New York,10001
6555e5f5-33e9-4f3b-8471-b022df9e6680,1997-08-20,,999-29-5321,S99922131,X16140219X,Ms.,Malvina930,Schamberger479,,,,white,german,F,West Seneca,659 Streich Terrace,Rensselaerville,New York,12147
d5995384-b8de-4016-9ea3-72d17250e9fb,1942-11-04,,999-55-9324,S99978466,X38171313X,Mr.,Jamar151,Macejkovic424,,,M,white,irish,M,Big Flats,140 Hand Gate Apt 97,Coldspring,New York,
28a7091a-60e0-4f98-82b9-33631e25bcc1,1987-02-06,,999-87-1635,S99944718,X41347889X,Mr.,Harvey63,Tromp100,,,M,black,african,M,Yonkers,417 Hansen Haven,Tonawanda,New York,14150
1e2ee777-aab4-4246-9dc4-04eeaa96cca3,1961-10-14,,999-40-4214,S99919093,X86204484X,Mrs.,Tabitha433,Abernathy524,,Langosh790,M,white,french_canadian,F,Lattingtown,362 Mayer Bay,Delevan,New York,14042
86e9befa-35eb-4f59-b5cb-242a9654c8a7,1977-05-22,,999-26-9499,S99985253,X134151X,Mr.,Jeromy156,Homenick806,,,M,white,italian,M,La Grange,315 Reichel Mill Suite 21,Syracuse,New York,13120
9908f21d-4802-41a2-bc50-a27f543cb598,1994-11-26,,999-60-8465,S99992298,X86921074X,Ms.,Shaunta614,Mohr916,,,,black,west_indian,F,Cohoes,138 Schinner Orchard,Massapequa Park,New York,11762
75690379-70b9-4990-b21e-03d80947faae,1978-11-15,,999-90-8063,S99975038,X39285463X,Mr.,Alberto639,Laureano185,,,M,hispanic,puerto_rican,M,Dover,958 Nicolas Grove,Putnam Valley,New York,10579
d878db3c-b72c-40d7-a635-de1040eb3c4b,1956-08-13,,999-64-5568,S99912087,X88834702X,Mr.,Pablo44,Okuneva707,,,M,white,english,M,Saratoga Springs,776 Ritchie Grove Suite 27,Ithaca,New York,14850
cca7c8c8-4eee-47e6-8a94-9610ce7f2f55,1952-03-25,,999-49-8484,S99950347,X16190527X,Mr.,David908,Navarro863,,,M,hispanic,central_american,M,Patchogue,963 Langworth Center Unit 62,East Rockaway,New York,11518
3b275cd6-2d68-402b-8058-d4a68aa2d67d,2004-01-09,2005-10-21,999-92-8665,,,,Forest317,Stracke611,,,,white,polish,M,Eden,285 Lubowitz Esplanade,Schenectady,New York,12303
dffbd64a-bcda-43b1-b5c6-21dc9bfe2fdc,1982-02-16,,999-11-6251,S99969041,X71678425X,Mr.,Fritz267,Pouros728,,,M,white,french_canadian,M,Greece,531 Douglas Lock,Lansing,New York,14850
7db7d351-1a6c-46e8-b930-f0694817a791,1983-08-12,,999-97-5342,S99986973,X40628878X,Mr.,Tad831,Kiehn525,,,M,white,greek,M,Lindenhurst,784 Kohler Neck Unit 44,Shandaken,New York,12480
9d659ded-b6d5-41fc-bc66-819134522850,2013-06-15,,999-85-6678,,,,Jackson413,McKenzie376,,,,white,italian,M,Eden,647 Von Track Apt 46,Syracuse,New York,13120
834b87f7-7bc8-4295-af31-15a96907990d,1959-03-02,,999-55-4759,S99992037,X74827295X,Mrs.,Ericka421,Muller251,,Vandervort697,M,white,irish,F,Rochester,468 Marks Way,Rome,New York,13308
6b042d33-d874-4a82-a950-3d559c96d6f7,2006-07-22,,999-29-5610,,,,Faustino767,Considine820,,,,white,english,M,Glens Falls,251 Heller Wynd,Syracuse,New York,13120
27425d07-50e0-458b-a033-2ab4d9e666aa,2004-01-09,,999-55-5888,,,,Olen518,Nicolas769,,,,white,polish,M,Poughkeepsie,745 Durgan Loaf Suite 65,Schenectady,New York,12303
42f265a0-32ac-4fc5-b926-29bbea225a9d,1962-12-27,,999-56-1477,S99976702,X23752178X,Mr.,Edmundo94,Stanton715,,,M,hispanic,puerto_rican,M,Buffalo,231 Jakubowski Parade,New York,New York,10001
a05d8fdc-22df-4a7a-a5bd-480c40d34897,1991-07-19,,999-48-5305,S99991634,X5839761X,Mrs.,Francoise850,Green467,,Murazik203,M,white,irish,F,Head of the Harbor,683 Thiel Common,Palermo,New York,
ec324b10-a1d1-41f3-a90b-c6812cf50a87,1999-11-06,,999-82-9373,S99965072,,Mr.,Julio255,Alcaraz418,,,,hispanic,mexican,M,Elmira,1089 Erdman Fort Suite 48,South Nyack,New York,10960
c13e55ff-82b9-4c24-b89e-0c2b2434ee26,2001-07-31,,999-98-8505,S99975627,,,Sidney996,Torp761,,,,white,english,F,Oakfield,914 Parker Green Suite 1,Farmington,New York,14425
026754d4-414d-40b7-adaa-0a043b2a433c,1966-12-27,,999-89-1969,S99920608,X14866297X,Mr.,Manuel446,Gaona896,,,S,black,dominican,M,Lindenhurst,195 Pagac Loaf Suite 95,Schenectady,New York,12303
83dafeb9-f254-4e23-bf99-1e821694740d,2003-01-07,,999-98-7475,,,,Keisha459,D'Amore443,,,,white,french,F,Westhampton Beach,748 Bahringer Terrace,Somers,New York,10589
09abc7c7-3dec-4a96-83ba-767cc7ac4523,2014-06-18,,999-87-8909,,,,Billye739,McGlynn426,,,,white,portuguese,F,Yorktown,884 Jones Branch,Lake Grove,New York,11755
6925761f-d6c4-4777-871e-9511ddfa4260,1957-05-14,,999-94-3220,S99981447,X86959584X,Ms.,Shu104,Wisoky380,,,S,white,swedish,F,Fredonia,673 Schroeder Track,Ontario,New York,14519
9cd0fea9-17a7-44ad-b052-b0f52936c9c2,1952-12-05,,999-52-8140,S99924590,X55995277X,Mr.,Benito209,Ulloa39,,,M,black,dominican,M,Penfield,1050 Kreiger Common,Watervliet,New York,12189
b02279b7-eb84-49c8-9015-49d045f0fe11,1957-05-28,,999-95-8961,S99941481,X2742549X,Mr.,Francis500,Jakubowski832,,,M,hispanic,puerto_rican,M,Massapequa Park,366 Halvorson Wynd Apt 81,Big Flats,New York,14814
b8be740f-55bb-4562-85d7-bff9807f6bc2,1956-01-06,,999-10-7471,S99981218,X50492899X,Mrs.,Kimiko714,Gleason633,,Bartell116,M,white,polish,F,Upper Brookville,293 Waters Meadow,Amsterdam,New York,12010
962a54bd-2424-4538-800d-7b5bfa7890cf,1965-07-03,,999-72-5531,S99949125,X48279984X,Mr.,Josef103,Rutherford999,,,M,white,irish,M,Buffalo,153 Reynolds Light,Somers,New York,10589
2bdae721-ac58-4d77-87b0-c036caa709ad,1965-03-23,,999-37-3667,S99972975,X55441344X,Ms.,Jessia669,Gusikowski974,,,S,white,german,F,Volney,909 Grant Gardens,Rotterdam,New York,12303
9a7c3392-4ce2-46e8-ad92-12508c34b6e9,1982-10-22,,999-31-3390,S99998741,X88304353X,Mrs.,Judy192,Koepp521,,Bailey598,M,white,english,F,Spring Valley,859 Gaylord Row Unit 46,Mount Vernon,New York,10550
91f6999f-8a3f-4707-b117-c822894f1a11,2009-08-18,,999-36-5726,,,,Tangela812,Rodriguez71,,,,white,italian,F,Middletown,845 Bogisich Tunnel Unit 31,Albany,New York,12202
267414d0-7509-40d7-b236-96aeaf2ba6de,2010-07-21,,999-91-5004,,,,Clemente531,Dicki44,,,,asian,asian_indian,M,Syracuse,857 Crooks Bridge Apt 64,Albany,New York,12202
f271f4b3-350a-4163-9299-2878e3092b78,1966-12-08,,999-34-2288,S99959826,X25919982X,Mrs.,Darnell564,Mertz280,,Lind531,M,white,italian,F,Utica,923 Feil Forge Suite 80,New York,New York,10001
f6f1e937-8c2e-4917-8447-bad6f608297a,1967-11-08,,999-74-6327,S99957239,X7994736X,Mr.,Kenny207,Glover433,,,M,white,irish,M,New York,104 Ebert Estate,Canandaigua,New York,14424
aa728e60-f00c-49f0-a9ea-b5e4d9ed4461,2001-09-14,,999-12-4428,S99943298,,,Kristopher775,Skiles927,,,,white,portuguese,M,New York,899 Corkery Divide,Smithville,New York,
4d663aca-9959-44d9-978b-8d5a29bc444a,1966-11-23,,999-24-4799,S99971596,X2178790X,Mr.,Shawn523,Gerhold939,,,M,white,polish,M,Cohoes,273 Maggio Neck,Bedford,New York,10506
2c54da0b-f06b-4222-8174-7c0a56694089,1950-05-18,,999-34-8455,S99919613,X2170183X,Mrs.,Sally227,Howe413,,Batz141,M,white,german,F,New York,744 Daniel Light,Williamson,New York,14589
64c9242c-52f0-42e6-a38e-9e517627b7d4,1912-07-27,2015-02-21,999-31-1231,S99990108,X73893450X,Mr.,Bert917,Bergnaum523,,,M,white,irish,M,Gardiner,915 Conn Highlands Suite 17,Buffalo,New York,14201
92c7d824-2a5f-4ca0-9c7a-0defb0a62722,2000-02-20,2008-08-06,999-34-8623,,,,Mariano761,Kassulke119,,,,white,french,M,Riverhead,669 Quitzon Lane Suite 75,Utica,New York,13413
85a553fd-9986-45df-be74-5fbdcae20d45,1965-03-13,,999-55-6943,S99977114,X61488200X,Mr.,Edmundo94,Balistreri607,,,M,white,scottish,M,Johnstown,333 Fadel Burg,Kiryas Joel,New York,10950
a2dc4301-ccb8-4101-b19b-a29b8e8be01b,1993-10-17,,999-44-4632,S99962655,X5645378X,Ms.,Ai120,Huel628,,,,white,english,F,Buffalo,852 Koch Gateway,Vestal,New York,13850
7da73eee-303f-43c6-94d3-8db7f1012fce,1984-07-26,,999-90-7100,S99934686,X2625025X,Mr.,Dong972,Hodkiewicz467,,,M,white,italian,M,Schenectady,416 Cremin Passage,Saratoga Springs,New York,12020
f3cb1530-9766-4197-94c2-bd0c75fd2a62,2000-02-20,,999-73-5532,S99912441,,Mr.,Kraig824,Baumbach677,,,,white,french,M,Freeport,1038 Jacobi Path Suite 81,Utica,New York,13413
b4283c4d-080c-41c0-9b98-caa7807fefd2,2012-07-20,,999-93-6242,,,,Mariano761,Brown30,,,,white,italian,M,New Rochelle,102 Kihn Rest Suite 77,Tupper Lake,New York,12986
80d62904-ca2f-4f4b-b265-6141f4a2e2ed,1958-11-02,,999-41-4873,S99922989,X28337466X,Mr.,Jerrold404,Schowalter414,,,M,white,irish,M,Endicott,967 Nader Fort Unit 26,Brunswick,New York,
96e517e8-6955-4c44-9760-679ba9a0a5d3,1990-05-15,,999-19-5576,S99991163,X77233332X,Mrs.,Tracy345,Stokes453,,Parisian75,M,white,italian,F,Ephratah,1033 Kozey Row,Bronxville,New York,10708
29fd733c-26cc-4af2-b3fa-d97bfbf5aeb8,2004-10-26,,999-26-8022,,,,Dalton260,Brown30,,,,white,portuguese,M,Mineola,708 Yost Stravenue Suite 65,Clarence,New York,14031
50b0c6f7-401b-4402-a3e9-d4cb6bcce0ec,1976-02-29,,999-74-9537,S99969317,X79240151X,Mr.,Sam879,Wolff180,,,S,white,german,M,New York,314 Batz Key Apt 47,Riverhead,New York,11901
745ceeb9-b375-47dc-b750-62b38c0e58bf,1945-07-03,,999-36-1889,S99957697,X20963955X,Ms.,Khadijah960,Smith67,,,S,white,irish,F,Blasdell,613 Larkin Harbor,New Hyde Park,New York,11040
1d02b5b7-dfaa-44f8-9571-081cec12bfc9,1946-12-16,,999-73-8041,S99921435,X66241690X,Mr.,Rob341,Langosh790,,,M,white,german,M,Bedford,311 Ritchie Glen,New York,New York,10001
173ea365-bb09-43c7-a6ce-37bdc7500868,1940-12-02,,999-28-2352,S99942342,X46408083X,Mr.,Pedro316,Bradtke547,,,M,white,polish,M,Mount Vernon,923 Abshire Mission Apt 93,Tonawanda,New York,14150
c9d82692-0bcd-40d4-94f1-be8fe9f1e557,1997-01-10,,999-83-8385,S99969764,X75081081X,Ms.,Tatiana738,Brown30,,,,white,portuguese,F,Waterloo,811 Cormier Street Suite 0,Schenectady,New York,12303
e1f062fd-167e-4807-b9ce-d12ea801dad9,1912-07-27,1973-02-24,999-42-2276,S99994731,X40436014X,Mr.,Kelley882,Parker433,,,S,white,irish,M,Wright,507 Baumbach Orchard,Buffalo,New York,14201
620b96eb-2d16-41c3-b3c6-c8d25da3169e,1955-03-21,2010-06-18,999-58-6124,S99982848,X42968402X,Mr.,Francisco472,Uribe503,,,M,black,dominican,M,Liberty,388 Breitenberg Path Unit 94,Lancaster,New York,14043
4315bdbf-c4e6-41b8-9df8-3903a5ecfe8c,1954-07-31,,999-57-3766,S99911851,X66232054X,Mr.,Joesph309,Stracke611,,,M,white,english,M,New York,429 Schulist Ranch,Dolgeville,New York,13329
53290ceb-965e-4715-b5ba-60b0e27babd8,2014-06-24,,999-57-5299,,,,Renita685,Erdman779,,,,white,french_canadian,F,Dover,643 Graham Way,Yonkers,New York,10583
9e7a6556-c4c7-4818-9992-7e2934b6bfa0,1990-03-20,,999-99-3848,S99925124,X22797310X,Mr.,Alvaro283,Gulgowski816,,,M,black,african,M,Genesee,1047 Dietrich Mission Apt 63,Brunswick,New York,
491b0546-dd34-49d5-a4c1-e6be005715dc,1984-04-26,,999-10-3477,S99964389,X44445745X,Mr.,Enrique929,Burgos636,,,M,hispanic,mexican,M,Knox,150 Hackett Hollow,Shawangunk,New York,
da149c98-0e76-4dfa-8520-0f8698c29d65,1987-01-05,,999-89-6702,S99925087,X38986077X,Mr.,Wilfred787,Dietrich576,,,M,white,american,M,Glen Cove,277 Mayer Union Suite 98,Bethlehem,New York,
579f37e8-a525-4ae3-82b0-c29af8a957ba,1935-01-09,,999-33-6408,S99953873,X55613420X,Mrs.,Debbi640,Kreiger457,,Hahn503,M,white,italian,F,Port Jefferson,877 Windler Bay Unit 71,Poughkeepsie,New York,12601
7d20d04e-ac9a-40dd-ac3f-01b36ad2de38,1964-07-26,1970-02-08,999-24-5257,,,,Sharika71,Grady603,,,,white,irish,F,New York,331 Auer Bypass,South Glens Falls,New York,12803
4b96dafc-48c2-45d1-8e1c-e986ed79e4ca,1955-03-21,1990-03-12,999-51-2738,S99974345,X72953786X,Mr.,Ernesto186,Aguayo104,,,M,black,dominican,M,Niagara Falls,338 Macejkovic Port Unit 14,Lancaster,New York,14043
245696cc-af1a-47c4-ba72-fdb01ce83a8b,1988-01-31,,999-10-8658,S99929274,X55318677X,Ms.,Susie661,Von197,,,S,white,english,F,Somers,388 Spencer Stravenue Unit 90,Canton,New York,13617
b1d102a9-ab18-4d15-b30f-86ad2b19b864,2001-11-22,,999-34-2989,S99946767,,,Ofelia194,Dare640,,,,black,west_indian,F,Onondaga,930 Dickens Lane Apt 10,Maine,New York,13802
f942d5db-e3f5-41b3-aafd-fe687d2b24bc,1970-09-20,,999-11-8348,S99956998,X25547838X,Ms.,Charity776,Larkin917,,,S,white,french,F,Clayton,925 Franecki Bridge Unit 87,Wilton,New York,
c4200acb-b28f-4eda-b2ee-655e3a80da25,1974-08-08,,999-98-9914,S99940073,X79711234X,Mr.,Óscar156,Banda20,,,M,hispanic,puerto_rican,M,Yonkers,452 Dicki Rapid,Onondaga,New York,
5fc36b9f-2eb4-45b1-9c49-8044415ccd5f,1999-04-28,,999-21-6581,S99920268,,Mr.,Edison640,Howe413,,,,white,irish,M,Carmel,325 Labadie Forge,Buffalo,New York,14201
8e0908e7-20ff-495c-8ea7-863c29ac4fab,1952-05-21,,999-77-5207,S99951822,X35536323X,Mr.,Raul814,Lynch190,,,M,white,italian,M,Lattingtown,905 Heathcote Walk,Buffalo,New York,14201
6349cca9-5708-4e42-918e-25d68719b6ba,1955-03-21,,999-37-4019,S99985677,X3347541X,Mr.,Miguel Ángel46,Rubio813,,,M,black,dominican,M,Auburn,761 Wisoky Center Suite 20,Lancaster,New York,14043
8bbb2a8b-4543-4764-b5fb-d47a6e309a6d,1964-07-26,,999-87-1724,S99958854,X12969250X,Mrs.,Syble581,Zemlak964,,Goyette777,M,white,irish,F,Utica,694 Rogahn Brook Unit 12,South Glens Falls,New York,12803
4f7aa663-e407-46ff-b39e-e2fd76af151a,1985-10-08,,999-82-8613,S99979440,X80457148X,Mr.,Esteban536,Gutmann970,,,S,white,french,M,Wales,1057 Cassin Dam Apt 76,Kiryas Joel,New York,10950
084e4bd1-652b-4c48-afe2-c7e78ab82745,1995-07-21,,999-85-2700,S99964792,X21474865X,Mr.,Stanley702,Gutkowski940,,,,white,italian,M,New Windsor,465 Johnson Frontage road Suite 20,Glens Falls,New York,12801
df84efea-6170-4dc0-9fed-d1c836c779fa,1976-05-16,,999-71-7131,S99953577,X16353222X,Mr.,Nathan164,Dare640,,,M,white,irish,M,Webster,388 MacGyver Junction,Champlain,New York,12919
912f139d-83d2-48fd-abfb-64ec0e1da24f,2000-08-21,,999-50-9521,S99915341,,Mr.,Billy698,Braun514,,,,white,polish,M,Yonkers,916 Abshire Parade Suite 99,Onondaga,New York,
a3cc7962-925a-4219-b711-48a3a9a63f51,1993-09-12,,999-26-4334,S99937725,X8501154X,Mr.,Otis335,Heaney114,,,,white,german,M,Wilton,447 McKenzie Mill Apt 39,Prattsburgh,New York,14873
ab42651c-1164-4619-ac10-d20d9e362568,2006-08-30,,999-30-9993,,,,Georgine810,Vandervort697,,,,white,irish,F,Island Park,994 Ward Rapid,Maryland,New York,12116
2ce04b59-dbfb-4b3f-bc72-af32e8d3c8d3,1963-09-01,,999-15-5222,S99969948,X52074447X,Mr.,Alexis664,McKenzie376,,,M,white,italian,M,New York,1027 Kirlin Promenade Suite 61,Mayville,New York,14757
d8061389-3f52-48c7-b3e7-281963efb177,1912-07-27,,999-51-1952,S99948025,X58112909X,Mr.,Jefferson174,Kihn564,,,M,white,irish,M,Scottsville,502 Purdy Terrace,Buffalo,New York,14201
6aeb24dc-55a7-4c99-bdf1-8e8985688c5e,1976-03-23,,999-59-4317,S99962863,X73019253X,Mrs.,María842,González124,,Palomino953,M,hispanic,puerto_rican,F,Clermont,252 Hilpert Green Suite 13,Port Chester,New York,10573
0419bf6a-c4aa-492f-b715-a8dff5f74c05,1986-09-12,,999-49-3825,S99972580,X31324532X,Mrs.,Ana972,Rolón954,,Corral791,M,hispanic,puerto_rican,F,Buffalo,393 Maggio Park,Massapequa Park,New York,11762
240079e1-c8d6-4986-9807-b5993e542119,2013-07-31,,999-54-3550,,,,Khadijah960,Huels583,,,,white,american,F,Summerhill,361 Franecki Brook Suite 30,Chateaugay,New York,12920
f370c787-c81a-426c-bfe8-dbec2f985693,1961-08-29,,999-28-6394,S99964807,X20098724X,Mrs.,Felisa186,Lueilwitz711,,Champlin946,M,white,irish,F,Clyde,404 Balistreri Ville,New York,New York,10001
fbd4ce15-1f24-41b6-8271-36f26cf09c8e,1981-04-30,,999-13-5707,S99983224,X79937028X,Mr.,Chung121,Keebler762,,,M,white,french_canadian,M,Irondequoit,1093 Zieme Skyway Apt 64,Yonkers,New York,10583
fe95ce8d-6707-421b-8eb5-3a4eaf9ce283,1993-03-23,,999-50-8841,S99927294,X45537576X,Mr.,Trent525,West559,,,,white,french_canadian,M,Glen Cove,231 Bauch Grove Unit 86,Yonkers,New York,10583
fa61412b-6793-4f04-a29b-5e7ec5d7a2c0,1974-11-12,,999-30-4963,S99952675,X27693301X,Ms.,Gema698,Heaney114,,,S,white,irish,F,Chili,670 Rippin Pathway,Solvay,New York,13204
7a16f9b1-58cc-4cb6-b082-f531f41a67dc,1977-02-25,,999-21-3191,S99965633,X71338879X,Mr.,Ollie731,Kuphal363,,,M,white,portuguese,M,Conklin,702 Smitham Spur,Utica,New York,13413
25fc2879-e8bc-4ede-a7c5-48a4b38bcfd5,1960-05-07,,999-66-9601,S99961850,X34360595X,Mrs.,Lorie307,Pacocha935,,Macejkovic424,M,white,irish,F,Port Washington North,821 Bernier Loaf Apt 8,Canisteo,New York,14823
dc3994bc-8c2f-4e5b-9da7-273aef51621a,1959-10-03,,999-88-2259,S99956259,X41553954X,Ms.,Josefina523,Gallardo890,,,S,hispanic,south_american,F,Tonawanda,1091 Donnelly Terrace Apt 74,New York,New York,10001
fad56d7a-18d9-4de8-a8f4-6b70a9c7d861,1992-04-25,,999-44-7847,S99910414,X2129519X,Mr.,Alfonso758,Weissnat378,,,,asian,chinese,M,New York,513 Durgan Ramp Suite 36,New York,New York,10001
7fdf2822-7583-4ef2-bedb-7f03eb520430,1991-12-23,,999-43-8552,S99996134,X78471481X,Mrs.,Minnie888,Ullrich385,,Boehm581,M,white,polish,F,Holland,227 Fay Burg Suite 52,Lake Grove,New York,11755
ad386870-5485-46e9-b29a-e197e90410f0,2005-08-04,,999-73-1210,,,,Laura391,Espinoza81,,,,hispanic,puerto_rican,F,Buffalo,615 Osinski Loaf,Kings Point,New York,11023
80615688-abfb-4280-ac9b-7e006b6ec9b3,1968-01-25,,999-98-2060,S99931385,X48352666X,Mrs.,Portia383,Wuckert783,PhD,Mitchell808,M,white,irish,F,Grand Island,585 Gusikowski Drive,East Greenbush,New York,12061
cbb28d8f-d057-44c0-a73f-1295544b539a,1973-09-28,,999-86-5023,S99945657,X5109880X,Mr.,Leland44,Roob72,,,M,white,polish,M,Buffalo,889 Sawayn Common,Charlton,New York,
7b5fa97a-b322-47c6-8598-38b9755e8a6e,2016-09-28,,999-20-6285,,,,Bertha558,Mohr916,,,,hispanic,south_american,F,North Hornell,207 Reynolds Road Suite 45,Clarence,New York,14031
1929499e-85f1-4170-b9e3-ebd2b1ae7574,1954-12-01,,999-54-1896,S99962410,X73491161X,Ms.,Georgeanna785,Gibson10,,,S,white,english,F,Brighton,730 Thiel Mission Unit 36,Queensbury,New York,12804
0ba00695-210b-4f0a-86a3-211123941fa5,1978-02-01,,999-55-3864,S99940606,X4724364X,Mr.,Hassan290,Cormier289,,,M,black,african,M,Massapequa Park,992 Kemmer Stravenue Unit 38,Ardsley,New York,10502
3b8c2428-899e-4579-9d73-08b3932daeaf,1953-07-23,,999-19-3505,S99982950,X41185355X,Ms.,Kathryne752,Rosenbaum794,,,S,hispanic,south_american,F,Stamford,637 McLaughlin Club Apt 88,White Plains,New York,10601
77d9c609-cefe-4029-a890-949985845fa9,1953-06-25,,999-79-8774,S99940712,X45160120X,Mrs.,Carline928,Will178,,Blanda868,M,white,italian,F,Wilton,286 Jast Run Apt 8,Rose,New York,14542
69efd0e3-a417-45fa-9378-bfbe1845d409,1940-03-30,,999-52-3446,S99934123,X73188161X,Mrs.,Donald774,Leffler128,,Bernier607,M,white,irish,F,Greece,894 Goodwin Crossing Apt 8,Lawrence,New York,11096
39863bc0-6936-4d8c-bb34-718abada7bdd,1950-12-11,,999-26-5817,S99967760,X7160194X,Mr.,Edward499,Glover433,,,M,white,irish,M,Hamburg,201 Barton Flat,Tioga,New York,
2efea3e4-8958-415e-b28e-edc13e3f28e6,1992-05-05,,999-27-8198,S99965056,X86220810X,Mr.,Stevie682,McLaughlin530,,,,white,american,M,Freeport,484 Feeney Track,Yonkers,New York,10583
6c50fc45-635b-4502-8de7-1d2ba1d687e3,1978-03-10,,999-98-6234,S99933996,X1235382X,Mrs.,Florentina22,Wuckert783,,Moore224,M,white,english,F,Hastings-on-Hudson,386 D'Amore Ramp Unit 75,Belfast,New York,14711
122a398a-4774-40c5-9aba-13e319579605,1955-07-14,,999-31-8904,S99988344,X79174636X,Mr.,Bobbie849,Schimmel440,,,M,white,english,M,Poughkeepsie,235 Monahan Skyway,Tupper Lake,New York,12986
0c66ff2a-0ce7-4749-9cb3-f8a8b370038f,2002-05-07,,999-55-6329,S99955960,,,Lyndia317,Fisher429,,,,white,french,F,North Greenbush,1026 Douglas Promenade Unit 23,Suffern,New York,10901
0a185925-be22-4929-a874-0029baa0abea,1999-01-10,,999-19-5552,S99933816,,Ms.,Chasity985,Aufderhar910,,,,white,english,F,North Syracuse,246 Mosciski Center Apt 84,Syracuse,New York,13120
acad378c-1c00-464d-a600-05a0c9d63ea0,2016-06-12,,999-56-9334,,,,Milissa240,Kassulke119,,,,white,italian,F,Earlville,656 Weimann Gate Suite 40,Bethlehem,New York,
59a9c13c-81b5-4673-aca0-867d6148f98b,1957-06-13,,999-32-8044,S99998569,X88096576X,Mr.,Delmer311,Wiza601,,,M,white,irish,M,Freeport,686 Kautzer Fork,Willet,New York,13863
77f97ef6-3d70-41c0-b775-7acf31fd20eb,1975-08-05,,999-45-3054,S99931040,X45969222X,Mr.,Mauricio81,Hackett68,,,S,white,italian,M,Edwards,113 Auer Arcade,Troy,New York,12180
17f9c345-d02f-4ba2-9f94-145b4f98cea1,1938-04-22,,999-81-9524,S99971139,X18462788X,Mr.,Brett333,Mohr916,,,M,white,french_canadian,M,Carmel,307 Kunze Estate,Corning,New York,14830
f7cfcc5a-4f59-4db2-b6d4-332bee251b97,1986-01-22,,999-22-7902,S99944066,X67925121X,Mrs.,Raquel318,Mota271,,Vallejo39,M,black,dominican,F,Williamson,730 Barrows Estate Suite 35,Altamont,New York,12009
